	Material	Max Luminance (cd/m2)	EQE(%)_max	EQE(%)_avg	PE(lm/W)_max	PE(lm/W)_avg	CE(cd/A)_max	CE(cd/A)_avg
0	HATCN	0.2734190350195134	0.02912448346273649	0.17643882001025554	0.44673447237413744	0.6414604431957507	0.3510121112002794	0.32206019305503886
1	TAPC	-0.1801405006090765	-0.02398139471520686	-0.15387682814550666	-0.4407592362018919	-0.6056160042603549	-0.31395793353064233	-0.28357110633749505
2	CBP	0.004084018858519817	-0.01229031680395732	-0.09727678180003091	-0.3821069826077341	-0.476273860823962	-0.21431731819758687	-0.18471588727933266
3	TxOPhCz	0.1974108930772005	0.02497920070784424	0.1584119412440833	0.4432577853428135	0.613992427990412	0.32160472155953135	0.2913760127797659
4	F3EtO-BsubPc	-0.46227648039377206	-0.03621716150871026	-0.19604981733983018	-0.35739071595033345	-0.5872624853470995	-0.3687459338868845	-0.35053575090481276
5	CBP	0.004084018858519817	-0.01229031680395732	-0.09727678180003091	-0.3821069826077341	-0.476273860823962	-0.21431731819758687	-0.18471588727933266
6	B3PYMPM	-0.05691691897237404	-0.01636001608448786	-0.11757698982727385	-0.40759309141962846	-0.5266813923720413	-0.25073576441696643	-0.2204057387889635
7	LiQ	0.3791678810424297	0.03398375922164041	0.19439031726782657	0.42383108612167686	0.6450092015976828	0.3762599194557555	0.35122737361432654
8	Al	0.40542609452765066	0.03493014560443012	0.19680480402022218	0.41019425209584764	0.6359556331605807	0.37803957335154226	0.35459436812196904
